12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
12,4,8,0,19,3,15,20,1,9,13,7,10,6,2,5,14,17,18,12,11,8,3,6,13,0,1,19,7,9
